CountyNames,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,hasCoalMine
RUSSELL,0.15256499535747448,0.14973694860380413,0.15870842603685323,0.1536978221415608,0.15587816680899516,0.1606779661016949,0.16737540398026876,0.16682630007324356,0.11811997526283241,0.0909245122985581,0.0960099048905397,0.0820402866331885,0.08313659359190556,0.07588015399207722,No
SCOTT,0.0979391279458067,0.10353866317169069,0.0967070443120668,0.09133297355639504,0.10427575095923515,0.12965166030096217,0.12142127833367368,0.11628,0.09072805013764423,0.08235068545681143,0.07885821244735611,0.07924135664999453,0.06330403087478559,0.058715177882253874,No
SHELBY,0.08591502685640098,0.10013635800173547,0.10976025728486502,0.11545122185876468,0.12031183153491468,0.12147591486183719,0.1170743998533993,0.08247863247863248,0.06070216682561157,0.04986131434686702,0.056243017959955316,0.04782986294986125,0.04615160531846272,0.045549118798955616,No
SIMPSON,0.09903593339176162,0.11549426892418689,0.1262949598416948,0.14210251349625588,0.1532290644658625,0.1716564559010519,0.17397252465370802,0.1683728295910865,0.1139525713963837,0.10312273057371096,0.09604268563806136,0.08594702427130665,0.0879747867195566,0.09336635795821667,No
SPENCER,0.05569765954725668,0.05787348586810229,0.06767586821015138,0.07548170408343645,0.08592696793857335,0.09527081186304821,0.09824180842561936,0.08717049439981898,0.0708471341155336,0.06380035413899955,0.055028359511343806,0.0490359310381868,0.04311024656958099,0.040876440494031316,No
TAYLOR,0.10671227733511326,0.12800066450701886,0.1376566622691293,0.14991586982394223,0.15510770234986945,0.17206194229922772,0.17607403566157406,0.16161214674669105,0.11837539432176657,0.10490111779879621,0.10942966078377422,0.10194174757281553,0.10868542760837187,0.11420699289844387,No
TODD,0.060535891498511414,0.06795956939764977,0.07423014586709886,0.07120544653584301,0.07439807383627609,0.08657869327325395,0.09169440481851324,0.08601202404809619,0.06034274680183442,0.0727886237647626,0.07841709152706967,0.07522378254085571,0.06265236470014628,0.0496990401822027,No
TRIGG,0.038679245283018866,0.03899424675047944,0.04204055677241574,0.06848544508507945,0.0855010809679894,0.10363022372308991,0.11839000693962526,0.11384615384615385,0.08973179534357087,0.08186805457870305,0.0607607327646483,0.05507005132473297,0.048096602537863284,0.05228312060610197,No
TRIMBLE,0.03003613369467028,0.03987419970796361,0.04983240223463687,0.04630152456239413,0.031104552162561017,0.036305877013841616,0.041383989145183174,0.057467348097671775,0.05170832377894978,0.05530745448299553,0.05677059097254537,0.04635606149512968,0.035663675011809164,0.02904025498760477,No
UNION,0.11419388692115964,0.11892430278884462,0.13807059447983014,0.1553585710477206,0.16132471513293797,0.17487878390774472,0.19055828139504044,0.17037381315981676,0.13276273885350318,0.12922212561032706,0.13653911276667796,0.1225718194254446,0.1065579434731532,0.10868507057923649,Yes
WARREN,0.08678330322335266,0.09992920749655353,0.11049789167873374,0.11870967741935484,0.13570374015748032,0.14613937270200755,0.149324042286756,0.14767300857202592,0.10850618646720596,0.09786339246870016,0.09486706903234482,0.08920464229821652,0.07796558317399617,0.07295930652540332,No
WASHINGTON,0.04565293296089386,0.04974226804123711,0.05549303090641503,0.05645021645021645,0.05743791072800205,0.05466210436270316,0.059470433973437105,0.05291585787830197,0.04218132930005882,0.03739485300241526,0.03361136344867454,0.04722222222222222,0.05090243699575813,0.04530797850351385,No
WAYNE,0.13320679417919892,0.14394929114046548,0.13407525172231055,0.13932573462222864,0.14260318070436745,0.16783885938471843,0.1771513638109873,0.1732268309113656,0.1251818799107576,0.11000048522490175,0.12504824392126593,0.12802986232305605,0.10763582966226139,0.11513303496778636,No
WEBSTER,0.08670270270270271,0.10110333886204659,0.10581855488787924,0.10971420217820335,0.12172380882460906,0.1436280307510349,0.1514858841010401,0.1524294377479973,0.12082827669902912,0.10117825921702775,0.10173734921477885,0.10766984322164157,0.0910275074706919,0.07116365322206769,Yes
WHITLEY,0.28941326177764254,0.3193867950633682,0.33619998340845614,0.3747569039284325,0.42032157589022645,0.44527807218162546,0.47939498993513757,0.45433509896849733,0.328328635615215,0.25312249023789085,0.23030907278165502,0.23382491545157177,0.22270851222957813,0.2092709022722259,Yes
WOLFE,0.11976295479603087,0.1562201283626929,0.1598574170551138,0.11862331655557067,0.15064581917063222,0.17712578103776147,0.22713372254656658,0.2243440032971562,0.27247655819084393,0.22041154536666208,0.1559326749200167,0.12265452538631347,0.12418391443256008,0.11932373899678636,Yes
WOODFORD,0.07077152564846274,0.07945816469810853,0.08341143392689784,0.08258440612096186,0.0795942098720879,0.08803720333547145,0.09117330891428116,0.0872361412507398,0.06902212147268037,0.056419180201082754,0.05716364193276668,0.04722380140231192,0.0520176663772602,0.04967457170644123,No
