CountyNames,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,hasCoalMine
CLAY,0.22268685623734483,0.23164069496686368,0.21216743685225897,0.23503416856492026,0.2724804417855499,0.2678430827659673,0.2619202528115996,0.28160105730199186,0.23523552013661592,0.20768570611232956,0.21017162804227674,0.19460767369512616,0.21281362007168458,0.21742625998693532,Yes
CLINTON,0.16747133373566686,0.19219367588932806,0.21466887740173607,0.20895668328933217,0.20492601246105918,0.22888363851151802,0.24225900681596885,0.22565110565110566,0.21542683524453593,0.21300206226063045,0.20313725490196077,0.18037602820211515,0.16174152876280537,0.13417498532002348,No
CRITTENDEN,0.09822970639032816,0.10099159301573615,0.1091624149659864,0.10859047414256531,0.11003757380568975,0.1405557357552168,0.20553145336225598,0.1956853344955328,0.1630517711171662,0.15706806282722513,0.16318037454824225,0.1321257917546394,0.12106564748201439,0.12570974335680218,No
CUMBERLAND,0.1898769970309628,0.1718637735306797,0.17536504264854705,0.20277169948942378,0.21791131855309218,0.24788937409024744,0.2618526622902991,0.2677466863033873,0.21883368045224635,0.1413091880659047,0.14559500817114843,0.13561847988077497,0.10712684894666069,0.0807378288478984,No
DAVIESS,0.0875005324360012,0.10032013692985514,0.10746140382136232,0.11444925774716656,0.12722438338023506,0.14444364392387735,0.1400040883074407,0.13507436873054307,0.10825773813756463,0.08549027491581646,0.09340011196417146,0.09305103472989518,0.08227352477622593,0.07885844883805695,Yes
EDMONSON,0.06665551559755792,0.06279552053090004,0.06299991753937495,0.07746246493977892,0.09308445029191678,0.12895576089623026,0.13894632371185178,0.12033504727152099,0.09369534438244358,0.083562672004003,0.07982775753560782,0.08989039751349583,0.09315046126214385,0.07119341563786008,No
ELLIOTT,0.07425534890225144,0.06490047659097281,0.06789306511381683,0.07972046072214313,0.09398879266428935,0.0887946543305063,0.08816978907375868,0.07032181168057211,0.0484599044078598,0.03948065712771595,0.0460552663195835,0.05058054183904978,0.04267235631417522,0.04150591991485965,Yes
ESTILL,0.057554443392398215,0.07206658546488023,0.08012472885032539,0.09875954198473283,0.13242911668484186,0.2277876347754879,0.21926497965938083,0.20383924872255213,0.1923689495187314,0.17985110971961316,0.1698218651763884,0.16899421639159262,0.156113074204947,0.12923578619027365,No
FAYETTE,0.08647324187147955,0.09606729476051128,0.0985042564211302,0.0959885680685369,0.10018492036929984,0.10598416949512092,0.10407684991191285,0.0924531650880222,0.07818874605496112,0.07001162058014242,0.07025941359762736,0.06388291858717124,0.05836998256964389,0.056180992226568305,No
FLEMING,0.09638215665612926,0.10739424350128929,0.12736144998257232,0.13466386554621848,0.1336074714245888,0.14920941793827247,0.14203098106712564,0.12293615850302697,0.08697153909919868,0.07545616682672521,0.08514605344934742,0.0708497818408477,0.0701415257162582,0.06343872162403127,No
FLOYD,0.1925350614657795,0.2197660266759395,0.2529526573916525,0.2966223545140378,0.3579123469620542,0.4117780237472328,0.4198742524152737,0.34462234236107503,0.24224959208379387,0.20769497215635074,0.21840510711967107,0.23052126956138416,0.23233786494316916,0.24459804995925707,Yes
FRANKLIN,0.10918088667118421,0.12017624756634901,0.12070749072026937,0.11879479422573244,0.12450035507760981,0.13795550868939224,0.13113461266252804,0.12173087028578358,0.08933132227249874,0.07689235070900739,0.07522071104748271,0.07347698645329953,0.07243951890710813,0.07134592379047283,No
FULTON,0.24246834521903654,0.2817373560705437,0.28020158387329014,0.2898572059472987,0.2727139292528989,0.2498888394842152,0.25655088360755635,0.22225700422601347,0.16836897542291734,0.16852856686881584,0.21665319320937754,0.19454810968684083,0.1681503461918892,0.166191991958452,No
GALLATIN,0.04907306434023991,0.061293031066330814,0.0661520190023753,0.07547169811320754,0.08906741180579811,0.08956955563290404,0.07834424695977549,0.06726509675915132,0.06079203334877258,0.050505050505050504,0.041747906870053905,0.04220183486238532,0.034679443303673285,0.028413575374901343,No
GARRARD,0.05628201265441398,0.07644933972878545,0.08346149296107891,0.07840236686390532,0.07432592242194891,0.06367085605880958,0.0723862166294249,0.058792372881355935,0.039123261843035585,0.02923228918463416,0.03169945921067771,0.03226545933864405,0.03590387579199726,0.038548624476395336,No
GRANT,0.18863645734548304,0.1930003259452412,0.1950836820083682,0.22986597562456978,0.3003811531911443,0.3584898041590955,0.2873455405570735,0.23158966008548748,0.20455918482419752,0.18353816300129366,0.18028904054596548,0.1680615064269411,0.15503690404947137,0.1491882404563405,No
GRAVES,0.08348028975284191,0.10635763023935882,0.11125278064131083,0.11889418390555616,0.12806767059077073,0.13410257091962885,0.11845818026939253,0.10832486766828851,0.08439986163957108,0.09337414089347079,0.10782706827525056,0.10916913148695886,0.09788579543932045,0.09662963559276552,No
GRAYSON,0.13936111330750375,0.14871875491274958,0.1485640503951796,0.1585932315859323,0.18010564747922006,0.2141192917054986,0.2048309553349876,0.17573608755973485,0.12426149006368449,0.11381896089983931,0.11581650251025179,0.11241725633417028,0.09995055718252006,0.09827070798804254,No
GREEN,0.10179849834119085,0.10094637223974763,0.09464660601819454,0.10432256360595123,0.09744181915082607,0.1116968992940756,0.10171144808016316,0.0879505110274341,0.07724425887265135,0.07232216235960186,0.07293281064819035,0.061072852482783616,0.05482815057283143,0.06242573804953843,No
GREENUP,0.08219512857414397,0.08800996237039443,0.09100954023608042,0.08520227781826033,0.097913844486589,0.10985043837029397,0.12157226189827182,0.1356248115560672,0.10726386249070324,0.0806809976115092,0.08072800357302368,0.07321056484766571,0.05677572738593909,0.04382016069291698,Yes
HANCOCK,0.030789042378833998,0.03362230552952202,0.03828644799813237,0.042299602710913764,0.046935201401050786,0.032603632976245925,0.03112705392270308,0.038372362624623235,0.036631724455707865,0.04837403078347414,0.04918032786885246,0.049783549783549784,0.061455710688944835,0.0355423068103646,No
HARDIN,0.09329601492736239,0.10000202576776598,0.1085303124311991,0.11276591542062536,0.11279762750727192,0.1203847549233932,0.12038115307122128,0.11246317760096908,0.09037360692458726,0.08692788316772057,0.08926367749897161,0.08777655532030954,0.08341570017863782,0.07485715315705041,No
HARLAN,0.1590343041211437,0.16597150388735027,0.1674833564259403,0.15531252116205052,0.17695880866179384,0.1826015311201895,0.1810257661866741,0.16494085436484257,0.1138359391732705,0.09936013960590416,0.1053118980589717,0.11126105862947969,0.10391881105325174,0.10192233756247597,Yes
HARRISON,0.11956933398257859,0.11519359145527369,0.11988768806950625,0.12972372181644967,0.13620927517775655,0.13435710845952165,0.14375469874342175,0.13531850735016962,0.12207555269371109,0.14162330347084384,0.13102482632344228,0.11780090739258073,0.1009052183173589,0.10044477390659748,No
HART,0.06322822905737478,0.06042262821923839,0.06692139737991266,0.06940704511732704,0.0741249519204352,0.08190715730767127,0.0858105537742514,0.0779896013864818,0.06293215211754538,0.04836870962488464,0.05393452348848498,0.05990930914910643,0.060152364829118614,0.05116889939584975,No
HENDERSON,0.11259395612824052,0.11138830532212886,0.12046649003170742,0.12974346721115623,0.14287567567567566,0.16670263737212415,0.17005967384045326,0.1684578531658682,0.13492645472975887,0.11093129639219748,0.11150783346316974,0.11363289510977391,0.09817191070486904,0.09022340190223402,Yes
HENRY,0.06636510500807755,0.09822179114128678,0.10876152407968538,0.10180296200901481,0.10229631551634666,0.11824390243902438,0.1106546687532603,0.09000777604976672,0.06682961343024378,0.11553042472531003,0.10976379941897184,0.10869020786376159,0.09706743042151797,0.08855264789780479,No
HICKMAN,0.07676929228308677,0.07628657921291625,0.09178938874319145,0.09565217391304348,0.10199918400652795,0.09910098264687435,0.08845260713531772,0.07434154630416312,0.06860440265013892,0.06548135299219428,0.07163012806598654,0.10314298362107127,0.15572105619498985,0.1678082191780822,No
HOPKINS,0.10266013225758126,0.12001964384848614,0.13385475335274488,0.15020992732465208,0.163384484228474,0.18725984117496372,0.19831784925011264,0.19660089608823023,0.1500812479688008,0.12537183801975899,0.13706741523751043,0.1318305256882962,0.12133528784648187,0.11777737994002596,Yes
JACKSON,0.09184650511895116,0.09341466999853006,0.0956043956043956,0.09203000817054148,0.10426856380613606,0.13448894202032277,0.14819268054407456,0.1374803972817564,0.11136995566243331,0.07602251407129455,0.07153546842262795,0.058113544926240504,0.05707677385659927,0.05806887238352464,Yes
JEFFERSON,0.10697211350361953,0.115628457623368,0.12598021895551045,0.12670471898521118,0.13030565540766648,0.13634688843602494,0.13628931294561544,0.12438107807998862,0.09340510026584398,0.07531250571935796,0.07842322245734001,0.07577536800428147,0.07228216080958103,0.07148679438205324,No
JESSAMINE,0.09781449893390191,0.11888628268612632,0.11874591494655169,0.12225614188108737,0.13011978759313383,0.13855027407346804,0.13417025491741968,0.11500399042298484,0.10536454954689312,0.08483082089984366,0.0752408127309983,0.0723821325973075,0.06607511579887271,0.06609997228125289,No
JOHNSON,0.17705927636643573,0.2135822557163655,0.2617389060887513,0.26800172265288547,0.2549237883199178,0.2707007729427339,0.2561210101269068,0.21749509762128058,0.16824359194907965,0.1227516430300934,0.11960801469944878,0.11430593647704149,0.11745790719485508,0.11781142960158644,Yes
KENTON,0.10839113636801943,0.11944797761383871,0.12927624511873018,0.1301753967307004,0.13881167042324066,0.1435281512029204,0.13841958145747785,0.1188370082939478,0.0970218123368964,0.08844343924415424,0.08854160352081085,0.08404183372783923,0.08645635388353018,0.08201894633468665,No
KNOTT,0.07115281819801628,0.08088942307692308,0.08834857968223399,0.1065707550021157,0.1329377217667931,0.1513609612555174,0.15756185279345197,0.1664180959482973,0.12989212242849976,0.09464285714285714,0.1023108701265169,0.10331933875623196,0.10772088087025736,0.1094826421720924,Yes
KNOX,0.12674451723155797,0.13745737021599091,0.13601713601713603,0.13286340852130327,0.14694351221654173,0.14866051822573562,0.1466311043373341,0.1250079018901321,0.07688649334178821,0.06152868266327666,0.061612277970194786,0.0650362549293983,0.06252396166134186,0.06668807192165677,Yes
LARUE,0.07736471939141668,0.07445745288406624,0.07964539007092199,0.09208298052497883,0.10476995702106673,0.11326609775019394,0.12727790432801822,0.12675654468935016,0.0972635757833546,0.07349397590361446,0.0945213297189328,0.09375880529726684,0.09049583886985103,0.07792748992915682,No
LAUREL,0.14201855378325967,0.14165142048396562,0.1455230298235355,0.1484456445576197,0.1574878077792316,0.15842584949207367,0.1610844223468942,0.13939465000586254,0.09442876938744846,0.07917355096046329,0.07786544159259629,0.06860420776895403,0.06247939333992746,0.06247019551740582,Yes
LAWRENCE,0.17531396676392236,0.23578880809358205,0.2347009516606794,0.2639561961105167,0.27187894073139973,0.24985885452606488,0.2361714177836511,0.19281806175712218,0.1464920015115254,0.11493600655696362,0.12273502115032514,0.10726072607260725,0.0965796059808766,0.10184762029117973,Yes
LEE,0.19031847133757962,0.20216422660725653,0.20040717648555795,0.20697526949904882,0.20387980220616203,0.23290515116128196,0.21817702150112123,0.2399650959860384,0.23366686286050617,0.17699377408834865,0.1773167777104785,0.1638897303847319,0.14393079977311402,0.13629609617722546,Yes
LESLIE,0.09276756571035905,0.10556754423823911,0.1247274313126908,0.11557081242848341,0.13315649867374005,0.1789623565008454,0.22414721723518852,0.2375056895766955,0.19289012003693445,0.159902292371289,0.14926660914581535,0.12638215324927254,0.1286572751453059,0.14214842563531438,Yes
LETCHER,0.15284910736121302,0.16796603943018082,0.1650043098140623,0.17903464127401084,0.1995187405685387,0.218288480472596,0.21386031402273958,0.18763806287170773,0.12805582908763968,0.11996182046943468,0.13317808339557977,0.1446442182666009,0.14793930225095125,0.14373869066951236,Yes
LEWIS,0.10278372591006424,0.10867865519937452,0.11623919411302422,0.11527128997484729,0.12552271088680605,0.11346390113463901,0.0942264614495267,0.09919278597920152,0.08026030368763558,0.054160872429188316,0.058301272565847884,0.05911846142333308,0.04394030750678324,0.045951035781544254,No
LINCOLN,0.09231822207907239,0.10134673366834171,0.11182289977294843,0.11450597352276397,0.12391884245412658,0.13259981392338496,0.13526471070316343,0.11412554218839512,0.09681116705554874,0.09465122011338427,0.08584201460093512,0.07785262298428251,0.06301803998049732,0.05161106358711149,No
LIVINGSTON,0.12236814675839067,0.1419856962557846,0.15648128568407696,0.1796116504854369,0.19161676646706588,0.19848452957272153,0.20741918388977212,0.17595370767252463,0.11180190802872762,0.09398212940036603,0.10089149815177212,0.10541680181641258,0.08578537429684119,0.08810093539264738,No
LOGAN,0.07796622833233711,0.090706402586303,0.10144765316021193,0.11052396546591248,0.12535867337432458,0.14139382426341862,0.1358805478631839,0.12422153024911033,0.10040280471430703,0.09848201600239288,0.11290201664292676,0.10428470910639559,0.1111440536634177,0.10371928270976312,No
LYON,0.10991225990040313,0.11604908852615274,0.12825411989491284,0.1542246759481517,0.16490257397161415,0.17723770005927683,0.1641013497513616,0.15605773781353527,0.12210200927357033,0.0775312721265046,0.06324350570526827,0.07977242464592664,0.08089585118100599,0.055907429963459196,No
MADISON,0.10180155486893253,0.10934923567115883,0.11516051078863115,0.11902939282372811,0.15263640310675863,0.168870539663816,0.146450570297679,0.1167756650452673,0.09150206706476803,0.07750646170589036,0.08392530045123531,0.08230777668092575,0.07452202329898922,0.07117123899039651,No
MAGOFFIN,0.07399306079348318,0.08208170621808351,0.09098465956321318,0.09711286089238845,0.1079276981924548,0.1224659606656581,0.12196615879335426,0.14303376864229966,0.12195685670261941,0.10857321652065081,0.09867382380802021,0.09473600127805736,0.0701939462793151,0.08000986760957159,Yes
MARION,0.11613036303630363,0.11753520402919108,0.12719499160177125,0.13597045879912995,0.14404641775983854,0.1631418429078546,0.1716537805000502,0.16318747490967483,0.1358037632999633,0.1285654799083906,0.1276718055918474,0.11646607179912845,0.1271344303011487,0.12769158926996316,No
MARSHALL,0.08130367901551083,0.09213497439811723,0.09605958367814628,0.10394447804909109,0.10356779445433732,0.11765458558587377,0.1258756917565017,0.12298574403331732,0.09853837963411093,0.10122669757558196,0.1118925831202046,0.10160291206335015,0.09355169540414077,0.08961414790996784,No
MARTIN,0.12198040535487248,0.12409255898366606,0.12454407294832827,0.13535276073619631,0.1505143475906876,0.15683217709876063,0.16518664047151277,0.16931467868152716,0.13614534976788858,0.10671550671550671,0.10288823775638342,0.1117298990602158,0.12830022075055186,0.10290308173291648,Yes
MASON,0.16227097677675342,0.16136508488324933,0.1695313395210267,0.1706367384333486,0.184505431675243,0.20648580873133476,0.2170675830469645,0.18559141026381112,0.17451701394968774,0.1469208211143695,0.1472010252228112,0.1405886458818055,0.1168032786885246,0.11903925014645578,No
MCCRACKEN,0.17517548470886546,0.19827493261455525,0.2094750869238899,0.20991866451396715,0.2235796537786929,0.23860838374319845,0.2239875579409612,0.20418752008815833,0.15311246517039714,0.1456241916610211,0.154048756584589,0.15363196866776818,0.14747270583551533,0.14563270047999022,No
MCCREARY,0.11642074670243684,0.13316346313632083,0.12345679012345678,0.1517548195748888,0.18747951491314324,0.16709511568123395,0.17727549720237107,0.159721059972106,0.13257448945430197,0.12503494939327853,0.12155231365397766,0.13717476398802672,0.13215731636784267,0.11972607509720852,Yes
MCLEAN,0.025664811379097093,0.044561078522177625,0.05231055515352011,0.06502195274932052,0.06914279718812297,0.07803954564577198,0.0910432033719705,0.10377657886385275,0.08259806527054321,0.08217136774880256,0.11084930919995716,0.11707899305555555,0.08662778137826745,0.07081568371890952,Yes
MEADE,0.051161683164948804,0.05775044661261509,0.06042400386713625,0.06745766292293068,0.06999510523739598,0.07340687514758965,0.07602119295846864,0.06816005471956224,0.056109468472804784,0.04652840396753832,0.04449372295146464,0.0440552206328256,0.042762813122314225,0.0376242475150497,No
MENIFEE,0.07948835084513477,0.10499537465309898,0.08363016880904445,0.10812094348583189,0.10672375515382175,0.1263436672378875,0.13568949195329758,0.11875098564895127,0.101998730964467,0.0946179193472462,0.10420220189176617,0.08213457076566125,0.05872300761224173,0.04345815996301433,No
MERCER,0.10178933950238421,0.1223712067748765,0.13049405349504067,0.1340787371981584,0.1396090197365337,0.1417156286721504,0.15011958917600712,0.12610962378469776,0.10814606741573034,0.10904242877859381,0.10114459238495678,0.09144926190697243,0.08469265505483366,0.08494050061551088,No
METCALFE,0.09858737528400671,0.06665357808972219,0.06265984654731457,0.07350749975166385,0.06673928111694227,0.07706057596822244,0.066713412801763,0.06827309236947791,0.03841152345703711,0.04130982367758186,0.05688622754491018,0.06033884870702467,0.05779543197616683,0.05421507298182902,No
MONROE,0.10919996471729734,0.10724196580431475,0.09963603275705187,0.11888048135655027,0.13417860074797044,0.1485620076937168,0.15505162241887904,0.1735884274381708,0.13031665729810754,0.1037860237332831,0.11851219280766676,0.1128621307917335,0.11079016026835632,0.11295774647887324,No
MONTGOMERY,0.15136535778353596,0.17992172211350294,0.18032408298371888,0.17506721702578862,0.21000792482735198,0.2561025756046503,0.2460536113179449,0.23015902163134894,0.1958340946464462,0.18001160429358862,0.1673172847538495,0.15566223623401282,0.1382475363762496,0.135241680576766,No
MORGAN,0.07937067870749259,0.09252343034317526,0.09377445748843828,0.10446582423894314,0.11340946635064282,0.14694948611414826,0.13657527159855148,0.12034126627750337,0.09180843888181069,0.08871636391045451,0.10098039215686275,0.11012849584278156,0.1090338019742746,0.11405815613494627,Yes
MUHLENBERG,0.10552302579522076,0.11762102001454454,0.13247157466810647,0.1361371210918902,0.14302041334645543,0.1456165947729003,0.1665923140653878,0.16888548351051944,0.1364130087534343,0.12658025284045446,0.12285714285714286,0.11831851253031528,0.11508876699879914,0.1050225328195415,Yes
NELSON,0.0972141753572808,0.11168491194669206,0.1227106227106227,0.13133522595057476,0.13207634044708427,0.14009804366574372,0.14490664624670616,0.13531656937584194,0.09868919702171296,0.08921842443587356,0.09180825109347869,0.08797789037309996,0.08052299565625477,0.07695801700084355,No
NICHOLAS,0.11417377920805932,0.11661766764664706,0.12109320252277506,0.08940350877192982,0.08969866853538892,0.09833521444695259,0.09375,0.0737728310502283,0.05517730496453901,0.058223544411389716,0.04983763941832557,0.03910614525139665,0.03266157053509382,0.03095336359884441,No
OHIO,0.07735226984529546,0.08321425569471295,0.09053069719042664,0.10193402545210985,0.10716382853787434,0.11207004377736085,0.12984471920402982,0.1510740354535975,0.14097210623016534,0.12380833437408933,0.11697988244059938,0.10586332725161718,0.0965342420212766,0.09231474535300492,Yes
OLDHAM,0.05464325658186724,0.05852632305012847,0.0676042105263158,0.0700269334359369,0.07475628357318125,0.0799052195089844,0.0804766121890347,0.07497383527322318,0.05741843705544873,0.05917343081975339,0.05948631707689956,0.055321003050017276,0.052697257637719506,0.05573436728094732,No
OWEN,0.054014330332537205,0.06509090909090909,0.06821071752951861,0.08195068292235769,0.08264920210312701,0.10226327944572748,0.10732205909682216,0.08013151714419915,0.042131932063432485,0.04592026825633383,0.049962504686914135,0.03909579395960719,0.03740465030787611,0.029630309145949912,No
OWSLEY,0.12734556188066626,0.17530133220554028,0.15879017013232513,0.1650753235730957,0.18275499474237644,0.1951727007906783,0.25251014740440075,0.17786475320721895,0.1370501999111506,0.12598425196850394,0.13170840787119856,0.13016810540663334,0.11712114438980778,0.11098527746319366,Yes
PENDLETON,0.05550360673256746,0.06066287244727151,0.06773390731149526,0.07338022453672392,0.07461181689856826,0.07972991406356568,0.07112424409015942,0.06350841057329214,0.05077369439071567,0.0432111548284669,0.046933881466255566,0.04828105738939871,0.04366602687140115,0.051679232350925294,No
PERRY,0.1831835998473759,0.2226358638925614,0.2479606776824932,0.2728729147076237,0.2935358038450822,0.3380374939020141,0.34599752606467576,0.3481523836752198,0.2642084633809973,0.23022686588974536,0.23822480420634629,0.23621454901075753,0.25213675213675213,0.2557263762714497,Yes
PIKE,0.2271452949780595,0.22038483287738228,0.23715051704327844,0.24863995096161215,0.27535986712598426,0.2871911012510014,0.26236412622712213,0.2507634723505552,0.18412229266974942,0.1431346206762597,0.1538283331402757,0.1475766064001358,0.12947069684743212,0.13226553320892945,Yes
POWELL,0.11094800278142625,0.1285780597245861,0.14045646396748476,0.14315090161341348,0.15674304289225402,0.16936122998890474,0.17681019966321868,0.16295108259823576,0.1463276378654142,0.15074431539342384,0.15636719386923204,0.15540375701390582,0.14590574731226255,0.14362003398333198,No
PULASKI,0.13964972346589413,0.15048828125,0.15840693753011081,0.16190142080336783,0.17438117438117437,0.1867737364194615,0.19455553106401738,0.18161867289514524,0.12474556101838223,0.08992828285991669,0.08634183681439707,0.0807600211462512,0.07766629505759941,0.0774096246479632,No
ROBERTSON,,,,,,,,,,,,,,,No
ROCKCASTLE,0.1457523270884883,0.17531326853261506,0.2172978624535316,0.23146304322361486,0.24953095684803,0.2675356558335282,0.2792988215981708,0.23390275952693823,0.2162724355164626,0.23830616583982991,0.2595424371740161,0.22481821432828705,0.19069131546097604,0.14872716382150344,No
ROWAN,0.11093983968994979,0.11883564632975474,0.12876131099276963,0.14682947729220222,0.15424506064372348,0.16512437388572884,0.17523953605648007,0.16162742668318877,0.1345979381443299,0.10571382193003814,0.09436435124508519,0.0845231296402056,0.08101048851161083,0.09591169255928046,No
